0,-4.72
2,-5.05
4,-5.18
6,-5.13
8,-4.99
10,-4.86
12,-4.80
14,-4.74
17,-4.58
19,-4.23
21,-3.75
23,-3.18
25,-2.63
27,-2.16
30,-1.46
32,7.50
34,17.00
36,-2.63
38,-7.09
40,7.09
42,-5.12
45,-0.34
47,-6.70
49,-3.59
51,-4.84
53,-4.20
55,-0.43
57,4.83
59,-1.28
61,-7.86
63,-7.04
65,-5.05
67,-4.00
69,-4.98
72,-3.87
75,-5.66
77,-5.71
79,-4.70
81,-3.57
83,-1.86
85,-1.74
87,-1.79
89,-1.04
91,-1.36
93,-0.26
95,0.63
97,2.09
99,3.29
101,3.39
104,3.20
106,3.38
108,3.57
110,4.49
112,5.17
115,5.61
117,5.84
119,5.47
121,5.14
124,4.94
126,4.80
128,4.88
130,4.92
132,4.55
134,4.05
136,3.34
138,2.59
140,2.02
143,1.56
145,1.06
147,0.42
149,-0.39
151,-1.26
153,-1.90
155,-2.66
158,-3.07
161,-3.49
163,-3.92
165,-4.34
167,-4.96
169,-5.25
171,-5.40
173,-5.42
175,-5.35
177,-5.25
180,-5.08
182,-4.94
184,-4.72
186,-4.36
188,-3.90
190,-3.07
192,-2.54
194,-2.00
197,-1.47
200,-0.93
202,-0.30
204,17.00
206,1.34
208,-3.42
210,4.60
212,-0.58
215,-3.66
217,-4.87
219,-3.35
221,-5.85
223,-4.78
225,-2.67
227,-4.44
229,-5.54
231,-6.19
234,-7.78
236,-3.60
238,-3.72
240,-2.54
243,-3.55
245,-4.90
247,-3.79
249,-3.53
252,-1.34
254,-0.71
256,-0.33
258,0.42
260,0.03
262,0.40
264,0.98
266,1.91
268,3.47
271,3.89
273,3.76
275,3.65
277,3.34
279,3.80
281,4.40
283,4.75
286,5.30
288,5.03
291,4.51
293,4.13
295,3.71
297,3.59
299,3.60
301,3.44
303,3.14
305,2.57
308,1.62
310,0.56
312,0.13
314,-0.19
316,-0.50
318,-0.94
320,-1.53
322,-2.54
324,-3.17
328,-3.57
330,-3.80
332,-3.89
334,-4.05
336,-4.30
338,-4.59
340,-4.84
342,-4.87
345,-4.55
347,-4.20
349,-3.88
351,-3.64
353,-3.46
355,-3.22
357,-2.62
359,-2.06
361,-1.44
364,17.00
366,17.00
368,-11.27
371,13.01
373,-3.24
375,0.88
377,-8.83
380,-4.35
382,-5.23
384,-5.32
386,-1.36
388,-4.47
390,-7.08
392,-6.12
394,-4.68
397,-1.58
399,-2.36
401,-2.23
403,-4.04
405,-6.18
407,-5.28
409,-4.45
411,-2.93
415,0.26
417,0.39
419,0.17
421,-0.65
423,-1.05
425,1.20
427,2.52
429,4.20
431,4.68
434,4.26
436,3.85
438,3.20
440,3.76
442,4.94
444,5.67
446,6.20
448,6.06
450,4.81
453,4.18
456,3.82
458,3.91
460,4.30
462,4.22
464,3.67
466,2.76
468,1.73
471,0.88
473,0.38
475,0.12
477,-0.19
479,-0.77
481,-1.62
483,-2.56
485,-3.58
487,-3.88
490,-3.96
492,-4.02
494,-4.24
496,-4.83
499,-5.25
501,-5.47
503,-5.43
505,-5.16
508,-4.78
510,-4.32
512,-4.16
514,-4.01
516,-3.76
518,-3.31
520,-2.32
522,-1.61
525,-1.01
527,-0.49
529,17.00
531,-13.95
533,-9.64
535,10.04
537,0.27
539,1.96
543,-3.85
545,-3.80
547,-4.90
549,-6.47
551,-0.99
553,-3.48
555,-4.97
557,-4.89
560,-7.14
562,-4.64
564,-4.26
566,-3.00
568,-2.91
570,-3.83
572,-3.34
574,-3.06
577,-1.97
579,-1.09
581,-0.62
584,0.47
586,0.93
588,0.58
590,1.15
592,1.51
594,2.69
597,3.55
599,3.70
601,4.02
603,3.77
605,3.77
607,4.14
609,4.28
611,4.64
613,4.89
616,4.60
618,4.30
620,3.83
622,3.38
624,3.23
627,3.00
629,2.86
631,2.56
633,1.75
636,0.96
638,0.31
640,-0.47
642,-0.75
644,-1.12
646,-1.50
648,-2.00
650,-2.98
652,-3.49
655,-3.85
657,-3.98
659,-4.01
661,-4.10
663,-4.31
665,-4.55
667,-4.66
670,-4.59
673,-4.35
675,-3.79
677,-3.46
679,-3.19
681,-2.93
683,-2.65
685,-1.99
687,-1.42
690,-0.82
692,-0.22
694,0.26
696,0.68
698,17.00
700,-10.92
702,-2.33
704,12.11
707,-1.30
709,-0.11
712,-0.25
714,-1.77
716,-3.11
718,-6.16
720,-1.90
722,-2.68
725,-2.31
727,-2.35
729,-4.75
731,-4.70
733,-5.51
735,-4.53
737,-3.56
739,-3.26
742,-2.92
744,-3.86
746,-4.09
748,-3.62
750,-2.96
752,-1.48
755,0.06
757,0.00
759,-0.16
762,-0.45
764,0.11
766,1.68
768,2.52
770,3.22
772,3.29
774,3.17
776,3.25
779,3.32
781,3.79
783,4.33
785,4.64
787,4.70
789,4.45
791,3.77
793,3.51
795,3.42
799,3.45
801,3.45
803,2.99
805,2.47
807,1.74
809,1.06
811,0.55
813,0.13
815,-0.23
818,-0.52
820,-1.05
822,-1.73
824,-2.44
826,-3.08
828,-3.27
830,-3.38
832,-3.48
835,-3.70
837,-4.15
840,-4.35
842,-4.41
844,-4.30
846,-4.07
848,-3.78
850,-3.41
853,-3.26
855,-3.08
857,-2.81
859,-2.38
861,9.89
863,17.00
865,-5.42
867,-1.14
870,0.66
872,-0.81
874,-5.93
876,-5.16
878,-4.62
880,-6.52
883,-3.51
885,2.06
887,-2.74
890,-4.29
892,-7.33
894,-7.86
896,-5.65
898,-4.55
900,-3.35
902,-4.77
904,-4.99
907,-4.37
909,-3.91
911,-2.11
913,-1.64
915,-0.61
917,0.16
919,0.02
921,0.74
924,1.09
927,2.07
929,3.53
931,4.01
933,4.58
935,4.31
937,4.10
939,4.62
941,5.02
944,5.76
946,6.10
948,5.91
950,5.55
952,5.09
954,4.54
956,4.36
958,4.24
960,4.06
963,3.78
965,3.13
968,2.01
970,1.16
972,0.47
974,0.01
976,-0.49
978,-1.07
980,-1.97
983,-2.67
985,-3.34
987,-3.92
989,-4.35
991,-4.69
993,-4.86
995,-5.06
997,-5.32
1000,-5.56
1002,-5.68
1004,-5.52
1006,-5.21
1008,-4.85
1011,-4.52
1014,-4.06
1016,-3.72
1018,-3.27
1020,-2.70
1022,-1.69
1024,-1.02
1027,-0.39
1029,17.00
1031,-8.66
1033,1.81
1035,3.26
1037,-7.13
1040,-2.30
1042,-2.64
1044,-1.43
1046,3.53
1048,-0.47
1050,-2.53
1054,-3.16
1056,-5.43
1058,-6.16
1060,-5.68
1062,-4.64
1064,-4.50
1067,-3.91
1069,-4.89
1071,-5.27
1073,-4.65
1075,-4.34
1077,-2.83
1080,-2.10
1082,-1.49
1084,-1.02
1086,-0.89
1088,-0.32
1090,0.24
1093,1.47
1096,2.43
1098,3.04
1100,3.08
1102,3.17
1104,3.60
1107,4.08
1109,4.70
1111,5.08
1113,5.10
1115,5.07
1117,4.79
1119,4.60
1122,4.56
1124,4.45
1126,4.35
1128,3.99
1130,3.51
1132,2.94
1135,2.36
1137,1.70
1140,1.17
1142,0.60
1144,0.01
1146,-0.64
1149,-1.45
1151,-1.99
1153,-2.51
1155,-3.01
1157,-3.66
1159,-3.99
1162,-4.28
1164,-4.54
1166,-4.83
1168,-4.93
1170,-4.96
1172,-4.92
1175,-4.73
1177,-4.53
1179,-4.28
1182,-3.97
1184,-3.62
1186,-2.97
1189,-2.49
1191,-1.97
1193,-1.42
1195,-0.59
1197,17.00
1199,17.00
1202,-10.91
1204,14.36
1206,-0.63
1208,-2.90
1210,-3.86
1213,-3.46
1215,3.92
1217,1.95
1219,-1.23
1221,-3.18
1224,-6.07
1227,-6.71
1229,-6.14
1231,-3.92
1233,-3.65
1235,-3.78
1237,-4.92
1240,-4.85
1242,-4.77
1244,-3.63
1246,-2.35
1248,-1.83
1250,-1.33
1253,-1.34
1255,-0.86
1257,-0.58
1259,0.67
1261,1.85
1263,2.58
1267,2.95
1269,2.85
1271,2.97
1273,3.48
1275,3.98
1277,4.56
1279,5.04
1282,4.91
1284,4.79
1286,4.48
1288,4.33
1290,4.38
1292,4.32
1295,4.23
1297,3.96
1299,3.16
1301,2.57
1303,2.09
1305,1.67
1308,1.26
1311,0.50
1313,-0.12
1315,-0.81
1317,-1.36
1319,-2.11
1322,-2.53
1324,-2.96
1326,-3.36
1328,-3.89
1330,-4.21
1332,-4.46
1335,-4.64
1337,-4.75
1339,-4.71
1341,-4.64
1343,-4.52
1345,-4.38
1348,-4.07
1350,-3.73
1353,-3.35
1355,-2.91
1357,-2.19
1359,-1.72
1362,-1.23
1364,6.68
1366,-3.18
1368,-10.60
1370,17.00
1372,3.03
1375,-0.45
1377,-5.84
1379,-3.90
1381,6.14
1383,1.11
1385,-0.45
1388,-3.45
1390,-5.11
1392,-6.59
1395,-7.81
1397,-4.33
1399,-4.85
1402,-3.94
1404,-5.36
1406,-6.44
1408,-5.84
1410,-5.27
1412,-2.58
1415,-1.95
1417,-1.62
1419,-1.43
1421,-1.54
1423,-0.82
